Filename,main_th,main_th_sd,main_th_min,main_th_max
F_CYL_OUTR_14_LEN_92_OVERSAMPLE_SKEL,12.72792206,0,12.72792206,12.72792206
F_CYL_OUTR_15_LEN_102_OVERSAMPLE_SKEL,13.90953666,0.39863622,1,13.92838828
F_CYL_OUTR_15_LEN_112_OVERSAMPLE_SKEL,13.91129691,0.379608693,1,13.92838828
F_CYL_OUTR_15_LEN_12_OVERSAMPLE_SKEL,10.90498209,0.727813606,1,11
F_CYL_OUTR_15_LEN_122_OVERSAMPLE_SKEL,13.91275651,0.363069144,1,13.92838828
F_CYL_OUTR_15_LEN_132_OVERSAMPLE_SKEL,13.91398643,0.348518716,1,13.92838828
F_CYL_OUTR_15_LEN_142_OVERSAMPLE_SKEL,13.91503692,0.335588218,1,13.92838828
F_CYL_OUTR_15_LEN_152_OVERSAMPLE_SKEL,13.91594458,0.32399778,1,13.92838828
F_CYL_OUTR_15_LEN_162_OVERSAMPLE_SKEL,13.91673669,0.313530861,1,13.92838828
F_CYL_OUTR_15_LEN_172_OVERSAMPLE_SKEL,13.91743399,0.304016939,1,13.92838828
F_CYL_OUTR_15_LEN_182_OVERSAMPLE_SKEL,13.91805254,0.295319657,1,13.92838828
F_CYL_OUTR_15_LEN_192_OVERSAMPLE_SKEL,13.91860497,0.287328496,1,13.92838828
F_CYL_OUTR_15_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_15_LEN_22_OVERSAMPLE_SKEL,13.82132153,0.94502932,1,13.92838828
F_CYL_OUTR_15_LEN_32_OVERSAMPLE_SKEL,13.86083532,0.752430475,1,13.92838828
F_CYL_OUTR_15_LEN_42_OVERSAMPLE_SKEL,13.87904561,0.643764228,1,13.92838828
F_CYL_OUTR_15_LEN_52_OVERSAMPLE_SKEL,13.88952264,0.571701232,1,13.92838828
F_CYL_OUTR_15_LEN_62_OVERSAMPLE_SKEL,13.8963297,0.519438376,1,13.92838828
F_CYL_OUTR_15_LEN_72_OVERSAMPLE_SKEL,13.90110771,0.479304852,1,13.92838828
F_CYL_OUTR_15_LEN_82_OVERSAMPLE_SKEL,13.90464623,0.447234668,1,13.92838828
F_CYL_OUTR_15_LEN_92_OVERSAMPLE_SKEL,13.90737219,0.420845361,1,13.92838828
F_CYL_OUTR_16_LEN_102_OVERSAMPLE_SKEL,14.76190956,0.200238111,1,14.76482306
F_CYL_OUTR_16_LEN_112_OVERSAMPLE_SKEL,14.76217954,0.190737083,1,14.76482306
F_CYL_OUTR_16_LEN_12_OVERSAMPLE_SKEL,10.97579136,0.169833682,9.486832981,11
F_CYL_OUTR_16_LEN_122_OVERSAMPLE_SKEL,14.76240372,0.182471656,1,14.76482306
F_CYL_OUTR_16_LEN_132_OVERSAMPLE_SKEL,14.76259286,0.175195315,1,14.76482306
F_CYL_OUTR_16_LEN_142_OVERSAMPLE_SKEL,14.76275456,0.168725329,1,14.76482306
F_CYL_OUTR_16_LEN_152_OVERSAMPLE_SKEL,14.7628944,0.162922984,1,14.76482306
F_CYL_OUTR_16_LEN_162_OVERSAMPLE_SKEL,14.76301653,0.157680829,1,14.76482306
F_CYL_OUTR_16_LEN_172_OVERSAMPLE_SKEL,14.76312412,0.152914162,1,14.76482306
F_CYL_OUTR_16_LEN_182_OVERSAMPLE_SKEL,14.76321961,0.148555192,1,14.76482306
F_CYL_OUTR_16_LEN_192_OVERSAMPLE_SKEL,14.76330494,0.144548928,1,14.76482306
F_CYL_OUTR_16_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_16_LEN_22_OVERSAMPLE_SKEL,14.74890077,0.467882505,1,14.76482306
F_CYL_OUTR_16_LEN_32_OVERSAMPLE_SKEL,14.75460419,0.374908742,1,14.76482306
F_CYL_OUTR_16_LEN_42_OVERSAMPLE_SKEL,14.75729924,0.321725661,1,14.76482306
F_CYL_OUTR_16_LEN_52_OVERSAMPLE_SKEL,14.75886942,0.286208664,1,14.76482306
F_CYL_OUTR_16_LEN_62_OVERSAMPLE_SKEL,14.75989738,0.260339974,1,14.76482306
F_CYL_OUTR_16_LEN_72_OVERSAMPLE_SKEL,14.76062263,0.240417534,1,14.76482306
F_CYL_OUTR_16_LEN_82_OVERSAMPLE_SKEL,14.76116172,0.224464581,1,14.76482306
F_CYL_OUTR_16_LEN_92_OVERSAMPLE_SKEL,14.76157817,0.211316839,1,14.76482306
F_CYL_OUTR_17_LEN_102_OVERSAMPLE_SKEL,15.78306533,0.526460174,1,15.8113883
F_CYL_OUTR_17_LEN_112_OVERSAMPLE_SKEL,15.78571986,0.501250456,1,15.8113883
F_CYL_OUTR_17_LEN_12_OVERSAMPLE_SKEL,10.92375519,0.656602355,1,11
F_CYL_OUTR_17_LEN_122_OVERSAMPLE_SKEL,15.78791944,0.479346764,1,15.8113883
F_CYL_OUTR_17_LEN_132_OVERSAMPLE_SKEL,15.78977181,0.460084429,1,15.8113883
F_CYL_OUTR_17_LEN_142_OVERSAMPLE_SKEL,15.79135315,0.442971976,1,15.8113883
F_CYL_OUTR_17_LEN_152_OVERSAMPLE_SKEL,15.79271891,0.427637112,1,15.8113883
F_CYL_OUTR_17_LEN_162_OVERSAMPLE_SKEL,15.79391034,0.41379197,1,15.8113883
F_CYL_OUTR_17_LEN_172_OVERSAMPLE_SKEL,15.79495883,0.401209985,1,15.8113883
F_CYL_OUTR_17_LEN_182_OVERSAMPLE_SKEL,15.79588864,0.389710073,1,15.8113883
