Filename,main_th,main_th_sd,main_th_min,main_th_max
H_CYL_OUTR_16_INR_6_LEN_52_OVERSAMPLE_SKEL,4.919658419,0.256287929,1,5
H_CYL_OUTR_16_INR_6_LEN_62_OVERSAMPLE_SKEL,4.921634419,0.250117861,1,5
H_CYL_OUTR_16_INR_6_LEN_72_OVERSAMPLE_SKEL,4.923030533,0.245655496,1,5
H_CYL_OUTR_16_INR_6_LEN_82_OVERSAMPLE_SKEL,4.924069364,0.242276564,1,5
H_CYL_OUTR_16_INR_6_LEN_92_OVERSAMPLE_SKEL,4.924872503,0.239628511,1,5
H_CYL_OUTR_21_INR_1_LEN_102_OVERSAMPLE_SKEL,8.994269797,0.167276688,1,9
H_CYL_OUTR_21_INR_1_LEN_112_OVERSAMPLE_SKEL,8.994810811,0.159193096,1,9
H_CYL_OUTR_21_INR_1_LEN_12_OVERSAMPLE_SKEL,9.383589303,0.310926772,1,9.486832981
H_CYL_OUTR_21_INR_1_LEN_122_OVERSAMPLE_SKEL,8.995258479,0.152178476,1,9
H_CYL_OUTR_21_INR_1_LEN_132_OVERSAMPLE_SKEL,8.995635041,0.146016256,1,9
H_CYL_OUTR_21_INR_1_LEN_142_OVERSAMPLE_SKEL,8.995956192,0.140546701,1,9
H_CYL_OUTR_21_INR_1_LEN_152_OVERSAMPLE_SKEL,8.996233325,0.135649068,1,9
H_CYL_OUTR_21_INR_1_LEN_162_OVERSAMPLE_SKEL,8.996474908,0.131230164,1,9
H_CYL_OUTR_21_INR_1_LEN_172_OVERSAMPLE_SKEL,8.996687371,0.127216758,1,9
H_CYL_OUTR_21_INR_1_LEN_182_OVERSAMPLE_SKEL,8.996875678,0.123550401,1,9
H_CYL_OUTR_21_INR_1_LEN_192_OVERSAMPLE_SKEL,8.997043728,0.120183796,1,9
H_CYL_OUTR_21_INR_1_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_21_INR_1_LEN_22_OVERSAMPLE_SKEL,8.965467626,0.409429426,1,9
H_CYL_OUTR_21_INR_1_LEN_32_OVERSAMPLE_SKEL,8.978792342,0.321297557,1,9
H_CYL_OUTR_21_INR_1_LEN_42_OVERSAMPLE_SKEL,8.984697131,0.273093116,1,9
H_CYL_OUTR_21_INR_1_LEN_52_OVERSAMPLE_SKEL,8.988029925,0.241613499,1,9
H_CYL_OUTR_21_INR_1_LEN_62_OVERSAMPLE_SKEL,8.990170648,0.218993131,1,9
H_CYL_OUTR_21_INR_1_LEN_72_OVERSAMPLE_SKEL,8.991661841,0.201729538,1,9
H_CYL_OUTR_21_INR_1_LEN_82_OVERSAMPLE_SKEL,8.992760181,0.187995361,1,9
H_CYL_OUTR_21_INR_1_LEN_92_OVERSAMPLE_SKEL,8.993602843,0.176731619,1,9
H_CYL_OUTR_21_INR_11_LEN_102_OVERSAMPLE_SKEL,4.686831923,0.378299139,1,5
H_CYL_OUTR_21_INR_11_LEN_112_OVERSAMPLE_SKEL,4.687359326,0.377719522,1,5
H_CYL_OUTR_21_INR_11_LEN_12_OVERSAMPLE_SKEL,4.645677643,0.431260066,1,5
H_CYL_OUTR_21_INR_11_LEN_122_OVERSAMPLE_SKEL,4.687797756,0.377236446,1,5
H_CYL_OUTR_21_INR_11_LEN_132_OVERSAMPLE_SKEL,4.688167977,0.376827645,1,5
H_CYL_OUTR_21_INR_11_LEN_142_OVERSAMPLE_SKEL,4.688484757,0.376477213,1,5
H_CYL_OUTR_21_INR_11_LEN_152_OVERSAMPLE_SKEL,4.688758889,0.376173481,1,5
H_CYL_OUTR_21_INR_11_LEN_162_OVERSAMPLE_SKEL,4.688998442,0.375907696,1,5
H_CYL_OUTR_21_INR_11_LEN_172_OVERSAMPLE_SKEL,4.689209571,0.375673167,1,5
H_CYL_OUTR_21_INR_11_LEN_182_OVERSAMPLE_SKEL,4.689397051,0.375464684,1,5
H_CYL_OUTR_21_INR_11_LEN_192_OVERSAMPLE_SKEL,4.689564645,0.375278138,1,5
H_CYL_OUTR_21_INR_11_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_21_INR_11_LEN_22_OVERSAMPLE_SKEL,4.662147018,0.403729829,1,5
H_CYL_OUTR_21_INR_11_LEN_32_OVERSAMPLE_SKEL,4.672796877,0.393150259,1,5
H_CYL_OUTR_21_INR_11_LEN_42_OVERSAMPLE_SKEL,4.677922156,0.387851772,1,5
H_CYL_OUTR_21_INR_11_LEN_52_OVERSAMPLE_SKEL,4.680936288,0.384669814,1,5
H_CYL_OUTR_21_INR_11_LEN_62_OVERSAMPLE_SKEL,4.682920906,0.382547277,1,5
H_CYL_OUTR_21_INR_11_LEN_72_OVERSAMPLE_SKEL,4.684326534,0.381030561,1,5
H_CYL_OUTR_21_INR_11_LEN_82_OVERSAMPLE_SKEL,4.685374288,0.379892679,1,5
H_CYL_OUTR_21_INR_11_LEN_92_OVERSAMPLE_SKEL,4.686185407,0.379007453,1,5
H_CYL_OUTR_21_INR_16_LEN_102_OVERSAMPLE_SKEL,2.28393473,0.798919131,1,3
H_CYL_OUTR_21_INR_16_LEN_112_OVERSAMPLE_SKEL,2.284262064,0.798878857,1,3
H_CYL_OUTR_21_INR_16_LEN_12_OVERSAMPLE_SKEL,2.251528645,0.802235453,1,3
H_CYL_OUTR_21_INR_16_LEN_122_OVERSAMPLE_SKEL,2.284534843,0.798845191,1,3
H_CYL_OUTR_21_INR_16_LEN_132_OVERSAMPLE_SKEL,2.284765655,0.79881663,1,3
H_CYL_OUTR_21_INR_16_LEN_142_OVERSAMPLE_SKEL,2.284963495,0.798792096,1,3
H_CYL_OUTR_21_INR_16_LEN_152_OVERSAMPLE_SKEL,2.285134955,0.798770792,1,3
H_CYL_OUTR_21_INR_16_LEN_162_OVERSAMPLE_SKEL,2.285284984,0.798752121,1,3
H_CYL_OUTR_21_INR_16_LEN_172_OVERSAMPLE_SKEL,2.285417361,0.798735623,1,3
H_CYL_OUTR_21_INR_16_LEN_182_OVERSAMPLE_SKEL,2.285535031,0.798720939,1,3
H_CYL_OUTR_21_INR_16_LEN_192_OVERSAMPLE_SKEL,2.285640314,0.798707786,1,3
H_CYL_OUTR_21_INR_16_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_21_INR_16_LEN_22_OVERSAMPLE_SKEL,2.269532026,0.800556713,1,3
H_CYL_OUTR_21_INR_16_LEN_32_OVERSAMPLE_SKEL,2.275533153,0.799906311,1,3
H_CYL_OUTR_21_INR_16_LEN_42_OVERSAMPLE_SKEL,2.278533716,0.799564021,1,3
H_CYL_OUTR_21_INR_16_LEN_52_OVERSAMPLE_SKEL,2.280334054,0.79935317,1,3
H_CYL_OUTR_21_INR_16_LEN_62_OVERSAMPLE_SKEL,2.281534279,0.799210319,1,3
H_CYL_OUTR_21_INR_16_LEN_72_OVERSAMPLE_SKEL,2.282391583,0.799107163,1,3
H_CYL_OUTR_21_INR_16_LEN_82_OVERSAMPLE_SKEL,2.283034561,0.799029184,1,3
H_CYL_OUTR_21_INR_16_LEN_92_OVERSAMPLE_SKEL,2.283534655,0.798968171,1,3
H_CYL_OUTR_21_INR_6_LEN_102_OVERSAMPLE_SKEL,6.967883942,0.213802082,1,7
