Filename,Version,BG Th V1,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos,Version,BG Th V2,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos,Version,BG Th V3,BG Th.Sd,BG Th.Max,BG Th.Skew,BG Th.Kurtos
H_CYL_OUTR_21_INR_11_LEN_162.LOG,1,4.83931,0.367249,5,-1.847802,1.414409,2,4.83931,0.367249,5,-1.847802,1.414409,3,4.83931,0.367249,5,-1.847802,1.414409
H_CYL_OUTR_21_INR_11_LEN_172.LOG,1,4.839424,0.367144,5,-1.848957,1.418675,2,4.839424,0.367144,5,-1.848957,1.418675,3,4.839424,0.367144,5,-1.848957,1.418675
H_CYL_OUTR_21_INR_11_LEN_182.LOG,1,4.839526,0.36705,5,-1.849987,1.42248,2,4.839526,0.36705,5,-1.849987,1.42248,3,4.839526,0.36705,5,-1.849987,1.42248
H_CYL_OUTR_21_INR_11_LEN_192.LOG,1,4.839616,0.366965,5,-1.850907,1.425887,2,4.839616,0.366965,5,-1.850907,1.425887,3,4.839616,0.366965,5,-1.850907,1.425887
H_CYL_OUTR_21_INR_11_LEN_2.LOG,1,1,0,1,0,0,2,2,0,2,0,0,3,2,0,2,0,0
H_CYL_OUTR_21_INR_11_LEN_22.LOG,1,4.82684,0.37842,5,-1.727082,0.982989,2,4.82684,0.37842,5,-1.727082,0.982989,3,4.82684,0.37842,5,-1.727082,0.982989
H_CYL_OUTR_21_INR_11_LEN_32.LOG,1,4.831349,0.374466,5,-1.769496,1.131254,2,4.831349,0.374466,5,-1.769496,1.131254,3,4.831349,0.374466,5,-1.769496,1.131254
H_CYL_OUTR_21_INR_11_LEN_42.LOG,1,4.833711,0.372357,5,-1.792255,1.212294,2,4.833711,0.372357,5,-1.792255,1.212294,3,4.833711,0.372357,5,-1.792255,1.212294
H_CYL_OUTR_21_INR_11_LEN_52.LOG,1,4.835165,0.371046,5,-1.806459,1.263387,2,4.835165,0.371046,5,-1.806459,1.263387,3,4.835165,0.371046,5,-1.806459,1.263387
H_CYL_OUTR_21_INR_11_LEN_62.LOG,1,4.83615,0.370152,5,-1.816165,1.298536,2,4.83615,0.370152,5,-1.816165,1.298536,3,4.83615,0.370152,5,-1.816165,1.298536
H_CYL_OUTR_21_INR_11_LEN_72.LOG,1,4.836861,0.369503,5,-1.823217,1.324195,2,4.836861,0.369503,5,-1.823217,1.324195,3,4.836861,0.369503,5,-1.823217,1.324195
H_CYL_OUTR_21_INR_11_LEN_82.LOG,1,4.837399,0.369011,5,-1.828577,1.343757,2,4.837399,0.369011,5,-1.828577,1.343757,3,4.837399,0.369011,5,-1.828577,1.343757
H_CYL_OUTR_21_INR_11_LEN_92.LOG,1,4.837819,0.368625,5,-1.832784,1.359155,2,4.837819,0.368625,5,-1.832784,1.359155,3,4.837819,0.368625,5,-1.832784,1.359155
H_CYL_OUTR_21_INR_16_LEN_102.LOG,1,2.587733,0.809081,3,-1.452749,0.110487,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_112.LOG,1,2.587912,0.808948,3,-1.453439,0.112493,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_12.LOG,1,2.572649,0.820019,3,-1.395927,-0.051414,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_122.LOG,1,2.588062,0.808837,3,-1.454017,0.114172,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_132.LOG,1,2.58819,0.808743,3,-1.454507,0.115597,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_142.LOG,1,2.588299,0.808662,3,-1.454929,0.116822,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_152.LOG,1,2.588394,0.808591,3,-1.455295,0.117888,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_162.LOG,1,2.588477,0.80853,3,-1.455615,0.118821,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_172.LOG,1,2.588551,0.808475,3,-1.455899,0.119646,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_182.LOG,1,2.588617,0.808427,3,-1.456152,0.120382,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_192.LOG,1,2.588675,0.808383,3,-1.456378,0.12104,2,3,0,3,0,0,3,3,0,3,0,0
H_CYL_OUTR_21_INR_16_LEN_2.LOG,1,1,0,1,0,0,2,2,0,2,0,0,3,2,0,2,0,0
H_CYL_OUTR_21_INR_16_LEN_22.LOG,1,2.58042,0.814436,3,-1.424913,0.030386,2,3,0,3,0,0,3,3,0,3,0,0
